question_template,program,state,model,run_number,prompt_sent,response_json,answer_extracted,source,confidence,timestamp,error
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,4,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Texas Public Information Act (Chapter 552 of the Texas Government Code), a governmental body generally must 'promptly' produce public information in response to a request. If the agency wishes to withhold information and seek an Attorney General ruling, it must request that ruling within 10 business days of receiving the request. If information is not readily available, the agency must certify this and set a date and hour within a reasonable time when the information will be available. These general PIA deadlines apply to Medicaid-related records held by Texas HHSC, though specific records may be confidential under state or federal law (e.g., HIPAA, 42 CFR Part 431 Subpart F)."",
  ""source"": ""https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm (Texas Government Code Chapter 552, §§ 552.221 and 552.301)"",
  ""confidence"": ""high""
}","Under the Texas Public Information Act (Chapter 552 of the Texas Government Code), a governmental body generally must 'promptly' produce public information in response to a request. If the agency wishes to withhold information and seek an Attorney General ruling, it must request that ruling within 10 business days of receiving the request. If information is not readily available, the agency must certify this and set a date and hour within a reasonable time when the information will be available. These general PIA deadlines apply to Medicaid-related records held by Texas HHSC, though specific records may be confidential under state or federal law (e.g., HIPAA, 42 CFR Part 431 Subpart F).","https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm (Texas Government Code Chapter 552, §§ 552.221 and 552.301)",high,2026-04-20T03:02:20.332458+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,5,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","{
  ""answer"": ""Under the Texas Public Information Act (Texas Government Code Chapter 552), governmental bodies, including agencies handling Medicaid records such as the Texas Health and Human Services Commission (HHSC), must 'promptly' produce public information in response to a request. If the agency believes the requested information is excepted from disclosure, it must request an attorney general's decision within 10 business days of receiving the request. There is no fixed statutory deadline for producing non-exempt records other than 'promptly,' but if information cannot be produced within 10 business days, the agency must certify that fact in writing and set a date and time when it will be available."",
  ""source"": ""Texas Government Code § 552.221 and § 552.301 (https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm); Texas Attorney General's Public Information Act Handbook (https://www.texasattorneygeneral.gov/open-government/governmental-bodies/public-information-act)"",
  ""confidence"": ""high""
}","Under the Texas Public Information Act (Texas Government Code Chapter 552), governmental bodies, including agencies handling Medicaid records such as the Texas Health and Human Services Commission (HHSC), must 'promptly' produce public information in response to a request. If the agency believes the requested information is excepted from disclosure, it must request an attorney general's decision within 10 business days of receiving the request. There is no fixed statutory deadline for producing non-exempt records other than 'promptly,' but if information cannot be produced within 10 business days, the agency must certify that fact in writing and set a date and time when it will be available.",Texas Government Code § 552.221 and § 552.301 (https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm); Texas Attorney General's Public Information Act Handbook (https://www.texasattorneygeneral.gov/open-government/governmental-bodies/public-information-act),high,2026-04-20T03:02:39.860677+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,1,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Massachusetts Department of Transitional Assistance (DTA). The central office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Massachusetts Department of Transitional Assistance (DTA). The central office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:02:51.452002+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,2,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state office address is: Massachusetts Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state office address is: Massachusetts Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:02:56.527985+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,3,What is the state-level administration address for SNAP in Massachusetts?,"{
""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The main administrative office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111."",
""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The main administrative office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:03:04.243697+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,4,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state-level administrative office address is: Massachusetts Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state-level administrative office address is: Massachusetts Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:03:13.010717+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,5,What is the state-level administration address for SNAP in Massachusetts?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:03:18.001689+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,1,What is the state-level administration address for SNAP in Rhode Island?,"{
""answer"": ""Rhode Island Department of Human Services (DHS), Louis Pasteur Building, 57 Howard Avenue, Cranston, RI 02920"",
""source"": ""https://dhs.ri.gov/programs-and-services/food-assistance-snap"",
""confidence"": ""medium""
}","Rhode Island Department of Human Services (DHS), Louis Pasteur Building, 57 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,2026-04-20T03:03:24.685925+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,2,What is the state-level administration address for SNAP in Rhode Island?,"{
  ""answer"": ""Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920"",
  ""source"": ""https://dhs.ri.gov/programs-and-services/food-assistance-snap"",
  ""confidence"": ""medium""
}","Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,2026-04-20T03:03:29.397337+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,3,What is the state-level administration address for SNAP in Rhode Island?,"{
  ""answer"": ""Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920"",
  ""source"": ""https://dhs.ri.gov/programs-and-services/food-assistance-snap"",
  ""confidence"": ""medium""
}","Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,2026-04-20T03:03:35.486848+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,4,What is the state-level administration address for SNAP in Rhode Island?,"{
""answer"": ""Rhode Island Department of Human Services, 25 Howard Avenue, Cranston, RI 02920"",
""source"": ""https://dhs.ri.gov/programs-and-services/food-assistance-snap"",
""confidence"": ""medium""
}","Rhode Island Department of Human Services, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,2026-04-20T03:03:41.485491+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,5,What is the state-level administration address for SNAP in Rhode Island?,"{
  ""answer"": ""Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920"",
  ""source"": ""https://dhs.ri.gov/programs-and-services/food-assistance-snap"",
  ""confidence"": ""medium""
}","Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,2026-04-20T03:03:47.393936+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,1,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""California Department of Social Services, 744 P Street, Sacramento, CA 95814"",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition/calfresh"",
  ""confidence"": ""medium""
}","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/food-nutrition/calfresh,medium,2026-04-20T03:03:52.604041+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,2,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""California Department of Social Services, 744 P Street, Sacramento, CA 95814"",
  ""source"": ""https://www.cdss.ca.gov/calfresh"",
  ""confidence"": ""high""
}","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/calfresh,high,2026-04-20T03:03:58.894670+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,3,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""California Department of Social Services, 744 P Street, Sacramento, CA 95814"",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition/calfresh"",
  ""confidence"": ""high""
}","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/food-nutrition/calfresh,high,2026-04-20T03:04:05.384013+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,4,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""California Department of Social Services, 744 P Street, Sacramento, CA 95814"",
  ""source"": ""https://www.cdss.ca.gov/calfresh"",
  ""confidence"": ""high""
}","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/calfresh,high,2026-04-20T03:04:09.693626+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,5,What is the state-level administration address for SNAP in California?,"{
  ""answer"": ""California Department of Social Services, 744 P Street, Sacramento, CA 95814"",
  ""source"": ""https://www.cdss.ca.gov/food-nutrition/calfresh"",
  ""confidence"": ""medium""
}","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/food-nutrition/calfresh,medium,2026-04-20T03:04:14.100796+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,1,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP in New York. The main administrative address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP in New York. The main administrative address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,2026-04-20T03:04:19.252662+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,2,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""The Supplemental Nutrition Assistance Program (SNAP) in New York is administered at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). The mailing address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","The Supplemental Nutrition Assistance Program (SNAP) in New York is administered at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). The mailing address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,2026-04-20T03:04:24.211958+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,3,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP in New York. The main administrative address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP in New York. The main administrative address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,2026-04-20T03:04:35.385917+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,4,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""New York State Office of Temporary and Disability Assistance (OTDA), 40 North Pearl Street, Albany, NY 12243-0001"",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","New York State Office of Temporary and Disability Assistance (OTDA), 40 North Pearl Street, Albany, NY 12243-0001",https://otda.ny.gov/programs/snap/,high,2026-04-20T03:04:41.738399+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,5,What is the state-level administration address for SNAP in New York?,"{
  ""answer"": ""The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP at the state level. Its main address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001."",
  ""source"": ""https://otda.ny.gov/programs/snap/"",
  ""confidence"": ""high""
}","The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP at the state level. Its main address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,2026-04-20T03:04:46.819667+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,1,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""Texas Health and Human Services Commission (HHSC), 4900 North Lamar Boulevard, Austin, TX 78751"",
  ""source"": ""https://www.hhs.texas.gov/about/contact-us"",
  ""confidence"": ""medium""
}","Texas Health and Human Services Commission (HHSC), 4900 North Lamar Boulevard, Austin, TX 78751",https://www.hhs.texas.gov/about/contact-us,medium,2026-04-20T03:04:51.668981+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,2,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""The Texas Health and Human Services Commission (HHSC) administers SNAP in Texas. The headquarters address is: Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751. Mailing address: P.O. Box 13247, Austin, TX 78711-3247."",
  ""source"": ""https://www.hhs.texas.gov/about/contact-us"",
  ""confidence"": ""medium""
}","The Texas Health and Human Services Commission (HHSC) administers SNAP in Texas. The headquarters address is: Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751. Mailing address: P.O. Box 13247, Austin, TX 78711-3247.",https://www.hhs.texas.gov/about/contact-us,medium,2026-04-20T03:05:01.242770+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,3,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""The Texas Health and Human Services Commission (HHSC) administers SNAP in Texas. The main administrative address is: Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751. Mailing address: P.O. Box 13247, Austin, TX 78711-3247."",
  ""source"": ""https://www.hhs.texas.gov/services/food/snap-food-benefits"",
  ""confidence"": ""medium""
}","The Texas Health and Human Services Commission (HHSC) administers SNAP in Texas. The main administrative address is: Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751. Mailing address: P.O. Box 13247, Austin, TX 78711-3247.",https://www.hhs.texas.gov/services/food/snap-food-benefits,medium,2026-04-20T03:05:06.457133+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,4,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751"",
  ""source"": ""https://www.hhs.texas.gov/about/contact-us"",
  ""confidence"": ""medium""
}","Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751",https://www.hhs.texas.gov/about/contact-us,medium,2026-04-20T03:05:11.071152+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,5,What is the state-level administration address for SNAP in Texas?,"{
  ""answer"": ""Texas Health and Human Services Commission (HHSC), 4900 North Lamar Boulevard, Austin, TX 78751"",
  ""source"": ""https://www.hhs.texas.gov/"",
  ""confidence"": ""medium""
}","Texas Health and Human Services Commission (HHSC), 4900 North Lamar Boulevard, Austin, TX 78751",https://www.hhs.texas.gov/,medium,2026-04-20T03:05:15.880311+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,1,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The Massachusetts Department of Public Health (DPH) administers WIC in Massachusetts. Public records requests to DPH can be sent to the agency's Records Access Officer at dph.rao@mass.gov."",
  ""source"": ""https://www.mass.gov/how-to/request-public-records-from-the-department-of-public-health"",
  ""confidence"": ""high""
}",The Massachusetts Department of Public Health (DPH) administers WIC in Massachusetts. Public records requests to DPH can be sent to the agency's Records Access Officer at dph.rao@mass.gov.,https://www.mass.gov/how-to/request-public-records-from-the-department-of-public-health,high,2026-04-20T03:05:22.601471+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,2,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": null,
  ""source"": ""https://www.mass.gov/orgs/department-of-public-health"",
  ""confidence"": ""low""
}",,https://www.mass.gov/orgs/department-of-public-health,low,2026-04-20T03:05:28.999307+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,3,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The Massachusetts Department of Public Health administers the WIC program in Massachusetts. Public records requests can be sent to dph.rpa@mass.gov (the DPH Records Access Officer email)."",
  ""source"": ""https://www.mass.gov/how-to/request-public-records-from-dph"",
  ""confidence"": ""medium""
}",The Massachusetts Department of Public Health administers the WIC program in Massachusetts. Public records requests can be sent to dph.rpa@mass.gov (the DPH Records Access Officer email).,https://www.mass.gov/how-to/request-public-records-from-dph,medium,2026-04-20T03:05:33.967184+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,4,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""In Massachusetts, WIC is administered by the Massachusetts Department of Public Health (DPH). The public records requests email address for DPH is dph.privacy@mass.gov, which is the contact for the DPH Records Access Officer."",
  ""source"": ""https://www.mass.gov/info-details/public-records-requests-at-the-department-of-public-health"",
  ""confidence"": ""medium""
}","In Massachusetts, WIC is administered by the Massachusetts Department of Public Health (DPH). The public records requests email address for DPH is dph.privacy@mass.gov, which is the contact for the DPH Records Access Officer.",https://www.mass.gov/info-details/public-records-requests-at-the-department-of-public-health,medium,2026-04-20T03:05:48.886011+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,5,what is the public records requests email address for the agency that administers WIC in Massachusetts?,"{
  ""answer"": ""The Massachusetts Department of Public Health (DPH) administers the WIC program in Massachusetts. Public records requests to DPH can be sent to the Records Access Officer at dph.rao@mass.gov."",
  ""source"": ""https://www.mass.gov/how-to/make-a-public-records-request-to-dph"",
  ""confidence"": ""high""
}",The Massachusetts Department of Public Health (DPH) administers the WIC program in Massachusetts. Public records requests to DPH can be sent to the Records Access Officer at dph.rao@mass.gov.,https://www.mass.gov/how-to/make-a-public-records-request-to-dph,high,2026-04-20T03:05:57.464856+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,1,what is the public records requests email address for the agency that administers WIC in Rhode Island?,"{
  ""answer"": ""ri.docrequests@health.ri.gov"",
  ""source"": ""https://health.ri.gov/publications/policies/PublicRecordsAccessPolicy.pdf"",
  ""confidence"": ""medium""
}",ri.docrequests@health.ri.gov,https://health.ri.gov/publications/policies/PublicRecordsAccessPolicy.pdf,medium,2026-04-20T03:06:02.325294+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,2,what is the public records requests email address for the agency that administers WIC in Rhode Island?,"{
""answer"": ""The Rhode Island Department of Health (RIDOH) administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov"",
""source"": ""https://health.ri.gov/publications/forms/APRARequest.pdf"",
""confidence"": ""medium""
}",The Rhode Island Department of Health (RIDOH) administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov,https://health.ri.gov/publications/forms/APRARequest.pdf,medium,2026-04-20T03:06:08.232874+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,3,what is the public records requests email address for the agency that administers WIC in Rhode Island?,"{
""answer"": ""The Rhode Island Department of Health administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov"",
""source"": ""https://health.ri.gov/publications/APRA.pdf"",
""confidence"": ""medium""
}",The Rhode Island Department of Health administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov,https://health.ri.gov/publications/APRA.pdf,medium,2026-04-20T03:06:15.444141+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,4,what is the public records requests email address for the agency that administers WIC in Rhode Island?,"{
""answer"": ""The Rhode Island Department of Health (RIDOH) administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov"",
""source"": ""https://health.ri.gov/publications/requests/"",
""confidence"": ""medium""
}",The Rhode Island Department of Health (RIDOH) administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov,https://health.ri.gov/publications/requests/,medium,2026-04-20T03:06:20.354357+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,5,what is the public records requests email address for the agency that administers WIC in Rhode Island?,"{
  ""answer"": ""ri.publicrecords@health.ri.gov"",
  ""source"": ""https://health.ri.gov/publications/publicrecords/"",
  ""confidence"": ""high""
}",ri.publicrecords@health.ri.gov,https://health.ri.gov/publications/publicrecords/,high,2026-04-20T03:06:24.568855+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,1,what is the public records requests email address for the agency that administers WIC in California?,"{
  ""answer"": ""The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PRAOffice@cdph.ca.gov."",
  ""source"": ""https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx"",
  ""confidence"": ""medium""
}",The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PRAOffice@cdph.ca.gov.,https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx,medium,2026-04-20T03:06:37.219606+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,2,what is the public records requests email address for the agency that administers WIC in California?,"{
  ""answer"": ""The California Department of Public Health (CDPH) administers WIC in California. Public records requests can be submitted to CDPH via email at PRAOfficer@cdph.ca.gov."",
  ""source"": ""https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx"",
  ""confidence"": ""medium""
}",The California Department of Public Health (CDPH) administers WIC in California. Public records requests can be submitted to CDPH via email at PRAOfficer@cdph.ca.gov.,https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx,medium,2026-04-20T03:06:42.176568+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,3,what is the public records requests email address for the agency that administers WIC in California?,"{
  ""answer"": ""The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PublicRecordsRequest@cdph.ca.gov."",
  ""source"": ""https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx"",
  ""confidence"": ""medium""
}",The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PublicRecordsRequest@cdph.ca.gov.,https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx,medium,2026-04-20T03:06:47.094014+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,4,what is the public records requests email address for the agency that administers WIC in California?,"{
  ""answer"": ""The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PublicRecordsRequest@cdph.ca.gov"",
  ""source"": ""https://www.cdph.ca.gov/Programs/CHSI/Pages/PublicRecordsAct.aspx"",
  ""confidence"": ""medium""
}",The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PublicRecordsRequest@cdph.ca.gov,https://www.cdph.ca.gov/Programs/CHSI/Pages/PublicRecordsAct.aspx,medium,2026-04-20T03:06:52.259896+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,5,what is the public records requests email address for the agency that administers WIC in California?,"{
  ""answer"": ""PublicRecordsAct@cdph.ca.gov"",
  ""source"": ""https://www.cdph.ca.gov/Programs/OLS/Pages/PRA.aspx"",
  ""confidence"": ""high""
}",PublicRecordsAct@cdph.ca.gov,https://www.cdph.ca.gov/Programs/OLS/Pages/PRA.aspx,high,2026-04-20T03:07:02.973767+00:00,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,anthropic/claude-opus-4.7,1,what is the public records requests email address for the agency that administers WIC in New York?,"{
  ""answer"": ""The New York State Department of Health administers the WIC program in New York. Public records (FOIL) requests can be submitted to the agency's Records Access Officer via email at FOIL@health.ny.gov."",
  ""source"": ""https://www.health.ny.gov/regulations/foil/"",
  ""confidence"": ""high""
}",The New York State Department of Health administers the WIC program in New York. Public records (FOIL) requests can be submitted to the agency's Records Access Officer via email at FOIL@health.ny.gov.,https://www.health.ny.gov/regulations/foil/,high,2026-04-20T03:07:08.260213+00:00,
