question_template,program,state,model,run_number,question_type,ground_truth,answer_extracted,source,confidence,run_correct
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,anthropic/claude-opus-4.7,5,response_time,10 calendar days  with 14 calendar days extension,"Under the California Public Records Act (Government Code § 7922.535, formerly § 6253), state agencies—including those administering Medi-Cal (California's Medicaid program)—must determine whether a request seeks disclosable public records within 10 days of receipt and promptly notify the requester of that determination. In unusual circumstances, this deadline may be extended by written notice for up to 14 additional days (for a total of 24 days). Note that this is the deadline to respond with a determination, not necessarily to produce the records, which must be provided promptly thereafter.",California Government Code § 7922.535 (https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=GOV&sectionNum=7922.535),high,False
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,anthropic/claude-opus-4.7,1,response_time,5 business days with 15 business days extension,"Under New York's Freedom of Information Law (FOIL), agencies must respond to public records requests within 5 business days of receiving the request. Within that time, the agency must either grant the request, deny it in writing, or acknowledge receipt of the request in writing and provide an approximate date (generally within 20 business days of the acknowledgment) when the request will be granted or denied. If more than 20 additional business days are needed, the agency must provide a written explanation and a date certain for response. These same FOIL timeframes apply to records requests directed to the New York State Department of Health regarding Medicaid.",New York Public Officers Law § 89(3)(a); NY Committee on Open Government (https://opengovernment.ny.gov/freedom-information-law),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,anthropic/claude-opus-4.7,2,response_time,5 business days with 15 business days extension,"Under New York's Freedom of Information Law (FOIL), an agency must respond to a public records request within 5 business days of receipt by either granting access, denying the request in writing, or acknowledging receipt and providing an approximate date (generally within 20 business days) when the request will be granted or denied. If more than 20 business days are needed, the agency must provide a written explanation and a date certain, within a reasonable period under the circumstances, when the request will be granted in whole or in part. This applies to records held by the New York State Department of Health, which administers Medicaid.",https://www.dos.ny.gov/coog/foil2.html (NYS Committee on Open Government) and NY Public Officers Law § 89(3),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,anthropic/claude-opus-4.7,3,response_time,5 business days with 15 business days extension,"Under New York's Freedom of Information Law (FOIL), agencies must respond to a public records request within 5 business days of receipt by either providing the records, denying the request in writing, or acknowledging receipt in writing and providing an approximate date (generally within 20 business days) when the request will be granted or denied. If more than 20 business days are needed, the agency must provide a written explanation and a reasonable date certain for responding. These timeframes apply to records requests made to the New York State Department of Health, which administers Medicaid.",New York Public Officers Law § 89(3)(a); https://www.dos.ny.gov/coog/foil2.html,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,anthropic/claude-opus-4.7,4,response_time,5 business days with 15 business days extension,"Under New York's Freedom of Information Law (FOIL), an agency must respond to a public records request within 5 business days of receipt by either providing the records, denying the request in writing, or acknowledging receipt and providing an approximate date (within a reasonable period depending on the circumstances of the request) when the request will be granted or denied. If the agency cannot grant or deny within 20 business days of the acknowledgment, it must provide a written explanation and a specific date by which it will respond.","New York Department of State, Committee on Open Government - Public Officers Law §89(3) (https://opengovernment.ny.gov/freedom-information-law)",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,anthropic/claude-opus-4.7,5,response_time,5 business days with 15 business days extension,"Under New York's Freedom of Information Law (FOIL), an agency must respond to a public records request within 5 business days of receipt by either providing the records, denying the request in writing, or acknowledging receipt and providing an approximate date (generally within 20 business days of the acknowledgment) when the request will be granted or denied. If more than 20 additional business days are needed, the agency must provide a written explanation and a date certain within a reasonable period when the request will be granted in whole or in part. These same FOIL timelines apply to records requests directed to the New York State Department of Health regarding Medicaid.",New York Public Officers Law § 89(3)(a); New York State Committee on Open Government (https://opengovernment.ny.gov/freedom-information-law),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,1,response_time,10 business days,"Under the Texas Public Information Act (Chapter 552 of the Texas Government Code), governmental bodies generally must 'promptly' produce public information in response to a request. If the agency believes the requested information may be excepted from disclosure, it must request an Attorney General decision within 10 business days of receiving the request. There is no special, separate deadline for Medicaid-related records; they are subject to the same timeframes, though Medicaid records may be withheld or redacted under confidentiality provisions (such as HIPAA and federal Medicaid confidentiality rules).","Texas Government Code Chapter 552 (Public Information Act), https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm; Texas Attorney General Public Information Handbook, https://www.texasattorneygeneral.gov/open-government/members-public/public-information-act",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,2,response_time,10 business days,"Under the Texas Public Information Act (Texas Government Code Chapter 552), governmental bodies, including agencies handling Medicaid records such as the Texas Health and Human Services Commission (HHSC), must 'promptly' produce public information in response to a request. If the agency believes the requested information may be withheld or excepted from disclosure, it must request an attorney general's decision within 10 business days of receiving the request. There is no fixed statutory deadline for producing records, but production must be prompt; if information cannot be produced within 10 business days, the agency must certify that fact in writing and set a reasonable date and time for production.","Texas Government Code Chapter 552 (Public Information Act), https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm; Texas Attorney General Public Information Handbook, https://www.texasattorneygeneral.gov/open-government/governmental-bodies/public-information-act",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,3,response_time,10 business days,"Under the Texas Public Information Act (Texas Government Code Chapter 552), governmental bodies must 'promptly' produce public information in response to a request. If the requested information is not readily available, the agency must produce it within a reasonable time. If the agency believes the information may be excepted from disclosure, it must request an Attorney General ruling within 10 business days of receiving the request. There is no specific separate timeline for Medicaid-related records; they follow the general Public Information Act timelines administered by the Texas Health and Human Services Commission (HHSC).",https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm (Texas Government Code Chapter 552); https://www.texasattorneygeneral.gov/open-government/members-public/how-request-public-information,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,4,response_time,10 business days,"Under the Texas Public Information Act (Chapter 552 of the Texas Government Code), a governmental body generally must 'promptly' produce public information in response to a request. If the agency wishes to withhold information and seek an Attorney General ruling, it must request that ruling within 10 business days of receiving the request. If information is not readily available, the agency must certify this and set a date and hour within a reasonable time when the information will be available. These general PIA deadlines apply to Medicaid-related records held by Texas HHSC, though specific records may be confidential under state or federal law (e.g., HIPAA, 42 CFR Part 431 Subpart F).","https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm (Texas Government Code Chapter 552, §§ 552.221 and 552.301)",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,anthropic/claude-opus-4.7,5,response_time,10 business days,"Under the Texas Public Information Act (Texas Government Code Chapter 552), governmental bodies, including agencies handling Medicaid records such as the Texas Health and Human Services Commission (HHSC), must 'promptly' produce public information in response to a request. If the agency believes the requested information is excepted from disclosure, it must request an attorney general's decision within 10 business days of receiving the request. There is no fixed statutory deadline for producing non-exempt records other than 'promptly,' but if information cannot be produced within 10 business days, the agency must certify that fact in writing and set a date and time when it will be available.",Texas Government Code § 552.221 and § 552.301 (https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm); Texas Attorney General's Public Information Act Handbook (https://www.texasattorneygeneral.gov/open-government/governmental-bodies/public-information-act),high,True
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,1,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Massachusetts Department of Transitional Assistance (DTA). The central office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,2,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state office address is: Massachusetts Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,3,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The main administrative office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,4,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state-level administrative office address is: Massachusetts Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,anthropic/claude-opus-4.7,5,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA). The central/state office address is: Department of Transitional Assistance, 600 Washington Street, Boston, MA 02111.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,1,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","Rhode Island Department of Human Services (DHS), Louis Pasteur Building, 57 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,2,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,3,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,4,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","Rhode Island Department of Human Services, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,RI,anthropic/claude-opus-4.7,5,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","Rhode Island Department of Human Services, Louis Pasteur Building #57, 25 Howard Avenue, Cranston, RI 02920",https://dhs.ri.gov/programs-and-services/food-assistance-snap,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,1,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/food-nutrition/calfresh,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,2,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/calfresh,high,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,3,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/food-nutrition/calfresh,high,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,4,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/calfresh,high,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,anthropic/claude-opus-4.7,5,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","California Department of Social Services, 744 P Street, Sacramento, CA 95814",https://www.cdss.ca.gov/food-nutrition/calfresh,medium,True
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,1,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP in New York. The main administrative address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,2,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The Supplemental Nutrition Assistance Program (SNAP) in New York is administered at the state level by the New York State Office of Temporary and Disability Assistance (OTDA). The mailing address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,3,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP in New York. The main administrative address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,4,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","New York State Office of Temporary and Disability Assistance (OTDA), 40 North Pearl Street, Albany, NY 12243-0001",https://otda.ny.gov/programs/snap/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,NY,anthropic/claude-opus-4.7,5,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The New York State Office of Temporary and Disability Assistance (OTDA) administers SNAP at the state level. Its main address is: New York State Office of Temporary and Disability Assistance, 40 North Pearl Street, Albany, NY 12243-0001.",https://otda.ny.gov/programs/snap/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,1,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","Texas Health and Human Services Commission (HHSC), 4900 North Lamar Boulevard, Austin, TX 78751",https://www.hhs.texas.gov/about/contact-us,medium,False
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,2,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The Texas Health and Human Services Commission (HHSC) administers SNAP in Texas. The headquarters address is: Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751. Mailing address: P.O. Box 13247, Austin, TX 78711-3247.",https://www.hhs.texas.gov/about/contact-us,medium,False
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,3,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The Texas Health and Human Services Commission (HHSC) administers SNAP in Texas. The main administrative address is: Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751. Mailing address: P.O. Box 13247, Austin, TX 78711-3247.",https://www.hhs.texas.gov/services/food/snap-food-benefits,medium,False
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,4,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","Texas Health and Human Services Commission, 4900 North Lamar Blvd., Austin, TX 78751",https://www.hhs.texas.gov/about/contact-us,medium,False
What is the state-level administration address for {program} in {state}?,SNAP,TX,anthropic/claude-opus-4.7,5,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","Texas Health and Human Services Commission (HHSC), 4900 North Lamar Boulevard, Austin, TX 78751",https://www.hhs.texas.gov/,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,1,email,DPH.RAO@state.ma.us,The Massachusetts Department of Public Health (DPH) administers WIC in Massachusetts. Public records requests to DPH can be sent to the agency's Records Access Officer at dph.rao@mass.gov.,https://www.mass.gov/how-to/request-public-records-from-the-department-of-public-health,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,2,email,DPH.RAO@state.ma.us,,https://www.mass.gov/orgs/department-of-public-health,low,
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,3,email,DPH.RAO@state.ma.us,The Massachusetts Department of Public Health administers the WIC program in Massachusetts. Public records requests can be sent to dph.rpa@mass.gov (the DPH Records Access Officer email).,https://www.mass.gov/how-to/request-public-records-from-dph,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,4,email,DPH.RAO@state.ma.us,"In Massachusetts, WIC is administered by the Massachusetts Department of Public Health (DPH). The public records requests email address for DPH is dph.privacy@mass.gov, which is the contact for the DPH Records Access Officer.",https://www.mass.gov/info-details/public-records-requests-at-the-department-of-public-health,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,anthropic/claude-opus-4.7,5,email,DPH.RAO@state.ma.us,The Massachusetts Department of Public Health (DPH) administers the WIC program in Massachusetts. Public records requests to DPH can be sent to the Records Access Officer at dph.rao@mass.gov.,https://www.mass.gov/how-to/make-a-public-records-request-to-dph,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,1,email,pamela.lopes@health.ri.gov,ri.docrequests@health.ri.gov,https://health.ri.gov/publications/policies/PublicRecordsAccessPolicy.pdf,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,2,email,pamela.lopes@health.ri.gov,The Rhode Island Department of Health (RIDOH) administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov,https://health.ri.gov/publications/forms/APRARequest.pdf,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,3,email,pamela.lopes@health.ri.gov,The Rhode Island Department of Health administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov,https://health.ri.gov/publications/APRA.pdf,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,4,email,pamela.lopes@health.ri.gov,The Rhode Island Department of Health (RIDOH) administers WIC in Rhode Island. Public records requests can be submitted to RIDOH.APRA@health.ri.gov,https://health.ri.gov/publications/requests/,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,anthropic/claude-opus-4.7,5,email,pamela.lopes@health.ri.gov,ri.publicrecords@health.ri.gov,https://health.ri.gov/publications/publicrecords/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,1,email,WIC@cdph.ca.gov,The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PRAOffice@cdph.ca.gov.,https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,2,email,WIC@cdph.ca.gov,The California Department of Public Health (CDPH) administers WIC in California. Public records requests can be submitted to CDPH via email at PRAOfficer@cdph.ca.gov.,https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,3,email,WIC@cdph.ca.gov,The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PublicRecordsRequest@cdph.ca.gov.,https://www.cdph.ca.gov/Programs/OPA/Pages/PublicRecordsAct.aspx,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,4,email,WIC@cdph.ca.gov,The California Department of Public Health (CDPH) administers the WIC program in California. Public records requests can be submitted to CDPH at PublicRecordsRequest@cdph.ca.gov,https://www.cdph.ca.gov/Programs/CHSI/Pages/PublicRecordsAct.aspx,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,anthropic/claude-opus-4.7,5,email,WIC@cdph.ca.gov,PublicRecordsAct@cdph.ca.gov,https://www.cdph.ca.gov/Programs/OLS/Pages/PRA.aspx,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,anthropic/claude-opus-4.7,1,email,foil@health.ny.gov,The New York State Department of Health administers the WIC program in New York. Public records (FOIL) requests can be submitted to the agency's Records Access Officer via email at FOIL@health.ny.gov.,https://www.health.ny.gov/regulations/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,anthropic/claude-opus-4.7,2,email,foil@health.ny.gov,The New York State Department of Health administers WIC in New York. Public records (FOIL) requests can be submitted to the Department of Health at foil@health.ny.gov,https://www.health.ny.gov/regulations/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,anthropic/claude-opus-4.7,3,email,foil@health.ny.gov,The New York State Department of Health administers WIC in New York. Public records (FOIL) requests can be submitted via email to foil@health.ny.gov.,https://www.health.ny.gov/regulations/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,anthropic/claude-opus-4.7,4,email,foil@health.ny.gov,"The New York State Department of Health, which administers WIC in New York, accepts public records (FOIL) requests via email at foil@health.ny.gov",https://www.health.ny.gov/regulations/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,anthropic/claude-opus-4.7,5,email,foil@health.ny.gov,The New York State Department of Health administers the WIC program in New York. Public records (FOIL) requests can be submitted via email to foil@health.ny.gov.,https://www.health.ny.gov/regulations/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,anthropic/claude-opus-4.7,1,email,OpenRecordsRequest@hhs.texas.gov,The Texas Health and Human Services Commission (HHSC) administers WIC in Texas. Public information (records) requests can be submitted to publicinforequest@hhs.texas.gov.,https://www.hhs.texas.gov/about/records-statistics/request-public-information,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,anthropic/claude-opus-4.7,2,email,OpenRecordsRequest@hhs.texas.gov,The Texas Health and Human Services Commission (HHSC) administers WIC in Texas. Public Information Act requests can be submitted to HHSC at PIARequest@hhs.texas.gov,https://www.hhs.texas.gov/about/records-statistics/requesting-records-data/public-information-requests,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,anthropic/claude-opus-4.7,3,email,OpenRecordsRequest@hhs.texas.gov,The Texas Health and Human Services Commission (HHSC) administers the WIC program in Texas. Public information requests can be submitted to HHSC at PIRequest@hhs.texas.gov,https://www.hhs.texas.gov/about/records-statistics/request-public-information,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,anthropic/claude-opus-4.7,4,email,OpenRecordsRequest@hhs.texas.gov,The Texas Health and Human Services Commission (HHSC) administers WIC in Texas. Public Information Act requests can be submitted to HHSC at PIO@hhs.texas.gov.,https://www.hhs.texas.gov/about/records-statistics/texas-public-information-act-requests,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,anthropic/claude-opus-4.7,5,email,OpenRecordsRequest@hhs.texas.gov,The Texas Health and Human Services Commission (HHSC) administers the WIC program in Texas. Public information/records requests can be submitted to publicinforequest@hhs.texas.gov.,https://www.hhs.texas.gov/about/records-statistics/public-information-requests,medium,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,anthropic/claude-opus-4.7,1,phone,(800) 632-8175,"In Massachusetts, LIHEAP (known as the Low Income Home Energy Assistance Program or Fuel Assistance) is administered at the state level by the Department of Housing and Community Development (now part of the Executive Office of Housing and Livable Communities). The public can call the LIHEAP Heatline at 1-800-632-8175 to be referred to their local administering agency.",https://www.mass.gov/how-to/apply-for-the-low-income-home-energy-assistance-program-liheap,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,anthropic/claude-opus-4.7,2,phone,(800) 632-8175,"In Massachusetts, LIHEAP (known as the Low Income Home Energy Assistance Program or Fuel Assistance) is administered at the state level by the Department of Housing and Community Development (DHCD), now part of the Executive Office of Housing and Livable Communities. The public can call the Heatline at 1-800-632-8175 to be connected to their local administering agency.",https://www.mass.gov/how-to/apply-for-low-income-home-energy-assistance-program-liheap,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,anthropic/claude-opus-4.7,3,phone,(800) 632-8175,"In Massachusetts, LIHEAP (known as the Low Income Home Energy Assistance Program or Fuel Assistance) is administered at the state level by the Department of Housing and Community Development (DHCD), now part of the Executive Office of Housing and Livable Communities. The public can call 1-800-632-8175 (the Heatline) to be connected to their local fuel assistance agency.",https://www.mass.gov/how-to/apply-for-low-income-home-energy-assistance-program-liheap,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,anthropic/claude-opus-4.7,4,phone,(800) 632-8175,"In Massachusetts, LIHEAP (known as the Low Income Home Energy Assistance Program or Fuel Assistance) is administered at the state level by the Department of Housing and Community Development (DHCD), now part of the Executive Office of Housing and Livable Communities (EOHLC). The public can call 1-800-632-8175 to be connected to their local fuel assistance agency. For general inquiries, EOHLC can be reached at (617) 573-1100.",https://www.mass.gov/how-to/apply-for-low-income-home-energy-assistance-program-liheap,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,anthropic/claude-opus-4.7,5,phone,(800) 632-8175,"In Massachusetts, LIHEAP (known as the Low Income Home Energy Assistance Program or Fuel Assistance) is administered at the state level by the Department of Housing and Community Development (now the Executive Office of Housing and Livable Communities). The public can call the Heatline at 1-800-632-8175 to be connected to their local administering agency.",https://www.mass.gov/how-to/apply-for-home-energy-assistance-liheap,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,anthropic/claude-opus-4.7,1,phone,1-855-697-4347,(401) 574-8300,"https://dhs.ri.gov/programs-and-services/energy-assistance (Rhode Island Department of Human Services, Office of Energy Resources / LIHEAP)",medium,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,anthropic/claude-opus-4.7,2,phone,1-855-697-4347,1-855-697-4347,https://energy.ri.gov/energy-affordability/heating-assistance-liheap,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,anthropic/claude-opus-4.7,3,phone,1-855-697-4347,1-855-697-4347,https://dhs.ri.gov/programs-and-services/energy-assistance-liheap,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,anthropic/claude-opus-4.7,4,phone,1-855-697-4347,1-855-697-4347,https://dhs.ri.gov/programs-and-services/energy-assistance-liheap,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,anthropic/claude-opus-4.7,5,phone,1-855-697-4347,1-855-697-7456,https://energy.ri.gov/energy-assistance/low-income-home-energy-assistance-program-liheap,medium,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,anthropic/claude-opus-4.7,1,phone,1-866-675-6623,1-866-675-6623,https://www.csd.ca.gov/Pages/Low-Income-Home-Energy-Assistance-Program.aspx (California Department of Community Services and Development),high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,anthropic/claude-opus-4.7,2,phone,1-866-675-6623,1-866-675-6623,https://www.csd.ca.gov/Pages/Low-Income-Home-Energy-Assistance-Program.aspx,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,anthropic/claude-opus-4.7,3,phone,1-866-675-6623,1-866-675-6623,https://www.csd.ca.gov/Pages/Energy-Bill-Assistance.aspx,high,True
